Id,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002A9fbsAAB,2445120,Good,C,42789,Other,Private,
001am00002A9fbtAAB,2711080,Good,C,47443,Other,Private,
001am00002A9fbuAAB,3993396,Good,C,69884,Call Center,Private,
001am00002A9fbvAAB,1973500,Fair,C,34536,Other,Private,
001am00002A9fbwAAB,1023368,Fair,C,25000,Mobile,Private,
001am00002A9fbxAAB,3621476,Fair,C,63375,Branch,Private,
001am00002A9fbyAAB,487272,Good,C,25000,Call Center,Private,
001am00002A9fbzAAB,2992956,Good,C,52376,Other,Private,
001am00002A9fc0AAB,1281928,Good,C,25000,Branch,Private,
001am00002A9fc1AAB,2501448,Good,C,43775,Other,Other,
001am00002A9fc2AAB,877048,Excellent,C,25000,Call Center,Private,
001am00002A9fc3AAB,2033656,Good,C,35588,Mobile,Private,
001am00002A9fc4AAB,3564988,Excellent,C,62387,Other,Private,
001am00002A9fc5AAB,3667484,Good,C,64180,Branch,Private,
001am00002A9fc6AAB,915892,Fair,C,25000,Mobile,Subsidiary,
001am00002A9fc7AAB,1163148,Good,C,25000,Call Center,Private,
001am00002A9fc8AAB,664496,Fair,C,25000,Call Center,Private,
001am00002A9fc9AAB,298424,Fair,C,25000,Other,Private,
001am00002A9fcAAAR,668260,Fair,C,25000,Mobile,Private,
001am00002A9fcBAAR,2325416,Excellent,C,40694,Web,Private,
001am00002A9fcCAAR,2623448,Fair,C,45910,Other,Private,
001am00002A9fcDAAR,1021848,Fair,C,25000,Web,Private,
001am00002A9fcEAAR,2076836,Good,C,36344,Branch,Private,
001am00002A9fcFAAR,378768,Fair,C,25000,Mobile,Subsidiary,
001am00002A9fcGAAR,3569716,Good,C,62470,Call Center,Private,
001am00002A9fcHAAR,1906096,Fair,C,33356,Branch,Private,
001am00002A9fcIAAR,1233292,Good,C,25000,Other,Private,
001am00002A9fcJAAR,1592400,Good,C,27867,Other,Private,
001am00002A9fcKAAR,2421192,Good,C,42370,Call Center,Private,
001am00002A9fcLAAR,746188,Good,C,25000,Branch,Private,
001am00002A9fcMAAR,1159376,Good,C,25000,Branch,Private,
001am00002A9fcNAAR,1168552,Fair,C,25000,Branch,Private,
001am00002A9fcOAAR,814764,Good,C,25000,Other,Private,
001am00002A9fcPAAR,469360,Fair,C,25000,Web,Private,
001am00002A9fcQAAR,2467712,Good,C,43184,Branch,Private,
001am00002A9fcRAAR,3113436,Good,C,54485,Branch,Private,
001am00002A9fcSAAR,2433740,Good,C,42590,Mobile,Private,
001am00002A9fcTAAR,212484,Good,C,25000,Mobile,Private,
001am00002A9fcUAAR,988308,Good,C,25000,Other,Private,
001am00002A9fcVAAR,2424196,Fair,C,42423,Other,Private,
001am00002A9fcWAAR,1625688,Fair,C,28449,Call Center,Private,
001am00002A9fcXAAR,3447268,Good,C,60327,Other,Private,
001am00002A9fcYAAR,3577360,Fair,C,62603,Web,Private,
001am00002A9fcZAAR,1247024,Fair,C,25000,Branch,Public,RICH
001am00002A9fcaAAB,1732224,Poor,C,30313,Branch,Public,BOYE
001am00002A9fcbAAB,2933904,Fair,C,51343,Mobile,Private,
001am00002A9fccAAB,3208916,Good,C,56156,Web,Private,
001am00002A9fcdAAB,317968,Good,C,25000,Call Center,Other,
001am00002A9fceAAB,2747268,Excellent,C,48077,Branch,Private,
001am00002A9fcfAAB,1367328,Good,C,25000,Branch,Private,
001am00002A9fcgAAB,1301456,Fair,C,25000,Other,Private,
001am00002A9fchAAB,565452,Good,C,25000,Mobile,Private,
001am00002A9fciAAB,896048,Excellent,C,25000,Mobile,Private,
001am00002A9fcjAAB,1417304,Good,C,25000,Call Center,Public,BEST
001am00002A9fckAAB,1388752,Fair,C,25000,Mobile,Public,BARB
001am00002A9fclAAB,2245196,Good,C,39290,Branch,Subsidiary,
001am00002A9fcmAAB,2881480,Fair,C,50425,Web,Private,
001am00002A9fcnAAB,1452784,Fair,C,25423,Branch,Private,
001am00002A9fcoAAB,3871412,Good,C,67749,Other,Public,BROW
001am00002A9fcpAAB,2903908,Good,C,50818,Mobile,Other,
001am00002A9fcqAAB,3445968,Good,C,60304,Branch,Private,
001am00002A9fcrAAB,541120,Fair,C,25000,Other,Private,
001am00002A9fcsAAB,466680,Good,C,25000,Branch,Private,
001am00002A9fctAAB,1102888,Fair,C,25000,Mobile,Subsidiary,
001am00002A9fcuAAB,3018124,Good,C,52817,Other,Public,BANK
001am00002A9fcvAAB,1575332,Good,C,27568,Branch,Other,
001am00002A9fcwAAB,1407080,Fair,C,25000,Web,Private,
001am00002A9fcxAAB,3705660,Fair,C,64849,Call Center,Private,
001am00002A9fcyAAB,3262124,Poor,C,57087,Web,Private,
001am00002A9fczAAB,285296,Good,C,25000,Call Center,Private,
001am00002A9fd0AAB,214172,Fair,C,25000,Call Center,Private,
001am00002A9fd1AAB,3088348,Good,C,54046,Web,Private,
001am00002A9fd2AAB,3910700,Good,C,68437,Call Center,Other,
001am00002A9fefAAB,3109552,Fair,C,54417,Web,Private,
001am00002A9fegAAB,3244928,Fair,C,56786,Web,Subsidiary,
001am00002A9fehAAB,1145044,Fair,C,25000,Web,Private,
001am00002A9feiAAB,3888944,Good,C,68056,Branch,Public,HERN
001am00002A9fejAAB,764632,Good,C,25000,Mobile,Private,
001am00002A9fekAAB,2834692,Fair,C,49607,Call Center,Private,
001am00002A9felAAB,3106328,Fair,C,54360,Call Center,Private,
001am00002A9femAAB,2853340,Fair,C,49933,Web,Subsidiary,
001am00002A9fenAAB,1720248,Fair,C,30104,Other,Private,
001am00002A9feoAAB,2993468,Good,C,52385,Other,Private,
001am00002A9fepAAB,2985780,Good,C,52251,Mobile,Public,KRAM
001am00002A9feqAAB,2401368,Good,C,42023,Web,Private,
001am00002A9ferAAB,1082752,Fair,C,25000,Other,Private,
001am00002A9fesAAB,3138540,Good,C,54924,Branch,Private,
001am00002A9fetAAB,3618704,Good,C,63327,Mobile,Other,
001am00002A9feuAAB,3264376,Good,C,57126,Mobile,Public,REEV
001am00002A9fevAAB,2228744,Fair,C,39003,Branch,Private,
001am00002A9fewAAB,2593444,Good,C,45385,Branch,Private,
001am00002A9fexAAB,1664900,Poor,C,29135,Branch,Private,
001am00002A9feyAAB,2003180,Fair,C,35055,Other,Private,
001am00002A9fezAAB,3061368,Fair,C,53573,Call Center,Private,
001am00002A9ff0AAB,525324,Good,C,25000,Mobile,Public,KING
001am00002A9ff1AAB,2053064,Fair,C,35928,Mobile,Private,
001am00002A9ff2AAB,2338440,Fair,C,40922,Call Center,Private,
001am00002A9ff3AAB,772140,Good,C,25000,Other,Other,
001am00002A9ff4AAB,3062216,Good,C,53588,Branch,Subsidiary,
001am00002A9ff5AAB,2470428,Good,C,43232,Mobile,Other,
001am00002A9ff6AAB,1951904,Good,C,34158,Branch,Subsidiary,
001am00002A9ff7AAB,1511620,Good,C,26453,Web,Private,
001am00002A9ff8AAB,867736,Excellent,C,25000,Mobile,Private,
001am00002A9ff9AAB,790576,Fair,C,25000,Branch,Subsidiary,
001am00002A9ffAAAR,2371936,Good,C,41508,Call Center,Private,
001am00002A9ffBAAR,3668416,Fair,C,64197,Call Center,Private,
001am00002A9ffCAAR,549236,Fair,C,25000,Web,Other,
001am00002A9ffDAAR,1006600,Good,C,25000,Mobile,Private,
001am00002A9ffEAAR,3166368,Fair,C,55411,Branch,Other,
001am00002A9ffFAAR,2801184,Good,C,49020,Branch,Subsidiary,
001am00002A9ffGAAR,1997332,Excellent,C,34953,Other,Private,
001am00002A9ffHAAR,1515312,Poor,C,26517,Mobile,Private,
001am00002A9ffIAAR,3976044,Good,C,69580,Branch,Private,
001am00002A9ffJAAR,265832,Good,C,25000,Call Center,Private,
001am00002A9ffKAAR,2468536,Fair,C,43199,Call Center,Private,
001am00002A9ffLAAR,1820852,Fair,C,31864,Mobile,Other,
001am00002A9ffMAAR,894516,Fair,C,25000,Web,Private,
001am00002A9ffNAAR,3210892,Fair,C,56190,Other,Private,
001am00002A9ffOAAR,1976832,Good,C,34594,Web,Private,
001am00002A9ffPAAR,2931328,Fair,C,51298,Other,Private,
001am00002A9ffQAAR,2489272,Fair,C,43562,Mobile,Private,
001am00002A9ffRAAR,454444,Fair,C,25000,Branch,Subsidiary,
001am00002A9ffSAAR,1510124,Fair,C,26427,Mobile,Private,
001am00002A9ffTAAR,314444,Fair,C,25000,Call Center,Private,
001am00002A9ffUAAR,2195280,Fair,C,38417,Other,Private,
001am00002A9ffVAAR,3628336,Good,C,63495,Other,Private,
001am00002A9ffWAAR,353352,Fair,C,25000,Mobile,Private,
001am00002A9ffXAAR,3751604,Good,C,65653,Web,Private,
001am00002A9ffYAAR,2333452,Good,C,40835,Call Center,Public,BAIL
001am00002A9ffZAAR,3363216,Good,C,58856,Call Center,Private,
001am00002A9ffaAAB,3779532,Fair,C,66141,Other,Private,
001am00002A9ffbAAB,739144,Good,C,25000,Other,Private,
001am00002A9ffcAAB,3363580,Good,C,58862,Other,Private,
001am00002A9ffdAAB,859752,Fair,C,25000,Other,Private,
001am00002A9ffeAAB,1537100,Fair,C,26899,Other,Private,
001am00002A9fffAAB,810460,Fair,C,25000,Other,Subsidiary,
001am00002A9ffgAAB,2864120,Fair,C,50122,Other,Private,
001am00002A9ffhAAB,3662416,Good,C,64092,Call Center,Private,
001am00002A9ffiAAB,2251476,Good,C,39400,Branch,Subsidiary,
001am00002A9ffjAAB,2182548,Good,C,38194,Call Center,Other,
001am00002A9ffkAAB,931656,Fair,C,25000,Call Center,Private,
001am00002A9fflAAB,1300592,Fair,C,25000,Other,Subsidiary,
001am00002A9ffmAAB,674296,Good,C,25000,Mobile,Private,
001am00002A9ffnAAB,749768,Good,C,25000,Other,Private,
001am00002A9ffoAAB,3087952,Fair,C,54039,Other,Subsidiary,
001am00002A9ffpAAB,1962340,Fair,C,34340,Other,Public,BREW
001am00002A9ffqAAB,3650448,Fair,C,63882,Mobile,Public,KING
001am00002A9ffrAAB,701716,Fair,C,25000,Other,Public,GONZ
001am00002A9ffsAAB,2236892,Good,C,39145,Mobile,Private,
001am00002A9fftAAB,2295412,Fair,C,40169,Mobile,Private,
001am00002A9ffuAAB,796328,Good,C,25000,Web,Private,
001am00002A9ffvAAB,1087692,Fair,C,25000,Other,Other,
001am00002A9ffwAAB,1657088,Fair,C,28999,Other,Subsidiary,
001am00002A9ffxAAB,3880000,Fair,C,67900,Branch,Subsidiary,
001am00002A9ffyAAB,850492,Fair,C,25000,Branch,Public,DOMI
001am00002A9ffzAAB,3734388,Good,C,65351,Branch,Other,
001am00002A9fg0AAB,1527872,Good,C,26737,Branch,Private,
001am00002A9fg1AAB,3824088,Fair,C,66921,Web,Public,DUDL
001am00002A9fg2AAB,3658928,Fair,C,64031,Other,Other,
001am00002A9fg3AAB,3431056,Fair,C,60043,Branch,Private,
001am00002A9fg4AAB,807508,Fair,C,25000,Call Center,Private,
001am00002A9fg5AAB,848012,Fair,C,25000,Branch,Private,
001am00002A9fg6AAB,295908,Good,C,25000,Branch,Private,
001am00002A9fg7AAB,977228,Good,C,25000,Web,Other,
001am00002A9fg8AAB,576720,Fair,C,25000,Mobile,Private,
001am00002A9fg9AAB,3940940,Excellent,C,68966,Mobile,Private,
001am00002A9fgAAAR,1758612,Good,C,30775,Branch,Private,
001am00002A9fgBAAR,760312,Good,C,25000,Branch,Other,
001am00002A9fgCAAR,1626236,Poor,C,28459,Mobile,Public,THOM
001am00002A9fgDAAR,1283924,Fair,C,25000,Mobile,Private,
001am00002A9fgEAAR,909892,Fair,C,25000,Web,Other,
001am00002A9fgFAAR,599200,Fair,C,25000,Other,Private,
001am00002A9fgGAAR,3057176,Fair,C,53500,Branch,Private,
001am00002A9fgHAAR,1136732,Fair,C,25000,Branch,Private,
001am00002A9fgIAAR,1719304,Fair,C,30087,Branch,Other,
001am00002A9fgJAAR,944432,Fair,C,25000,Branch,Private,
001am00002A9fgKAAR,2146784,Good,C,37568,Web,Private,
001am00002A9fgLAAR,350640,Fair,C,25000,Web,Private,
001am00002A9fgMAAR,2605976,Fair,C,45604,Mobile,Private,
001am00002A9fgNAAR,3051288,Fair,C,53397,Web,Private,
001am00002A9fgOAAR,2603616,Fair,C,45563,Branch,Private,
001am00002A9fgPAAR,3695344,Fair,C,64668,Call Center,Private,
001am00002A9fgQAAR,621280,Good,C,25000,Branch,Private,
001am00002A9fgRAAR,618360,Fair,C,25000,Web,Other,
001am00002A9fgSAAR,2962712,Fair,C,51847,Call Center,Public,MEZA
001am00002A9fgTAAR,3720812,Poor,C,65114,Other,Private,
001am00002A9fgUAAR,1150868,Good,C,25000,Web,Subsidiary,
001am00002A9fgVAAR,2968512,Fair,C,51948,Branch,Other,
001am00002A9fgWAAR,291656,Fair,C,25000,Other,Private,
001am00002A9fgXAAR,3520776,Poor,C,61613,Call Center,Other,
001am00002A9fgYAAR,3809872,Fair,C,66672,Mobile,Subsidiary,
001am00002A9fgZAAR,1802332,Fair,C,31540,Other,Private,
001am00002A9fgaAAB,505980,Fair,C,25000,Mobile,Private,
001am00002A9fgbAAB,2311120,Fair,C,40444,Web,Other,
001am00002A9fgcAAB,2180020,Fair,C,38150,Call Center,Other,
001am00002A9fgdAAB,611384,Fair,C,25000,Branch,Other,
001am00002A9fgeAAB,471600,Fair,C,25000,Branch,Private,
001am00002A9fgfAAB,2746836,Fair,C,48069,Other,Private,
001am00002A9fggAAB,2163964,Fair,C,37869,Web,Public,HOLM
001am00002A9fghAAB,3898616,Good,C,68225,Call Center,Private,
001am00002A9fgiAAB,2889960,Good,C,50574,Branch,Private,
001am00002A9fgjAAB,3884564,Fair,C,67979,Mobile,Other,
001am00002A9fgkAAB,311812,Good,C,25000,Web,Private,
001am00002A9fglAAB,1125404,Fair,C,25000,Branch,Private,
001am00002A9fgmAAB,2752772,Fair,C,48173,Web,Private,
001am00002A9fgnAAB,1752440,Good,C,30667,Other,Private,
001am00002A9fgoAAB,748660,Good,C,25000,Web,Private,
001am00002A9fgpAAB,2028052,Fair,C,35490,Branch,Private,
001am00002A9fgqAAB,2043716,Good,C,35765,Branch,Private,
001am00002A9fgrAAB,1903132,Fair,C,33304,Call Center,Private,
001am00002A9fgsAAB,3751572,Fair,C,65652,Branch,Other,
001am00002A9fgtAAB,2206216,Good,C,38608,Branch,Private,
001am00002A9fguAAB,2179684,Fair,C,38144,Other,Subsidiary,
001am00002A9fgvAAB,2292820,Good,C,40124,Call Center,Other,
001am00002A9fgwAAB,944752,Fair,C,25000,Other,Public,HEND
001am00002A9fgxAAB,2284584,Fair,C,39980,Branch,Other,
001am00002A9fgyAAB,2606468,Good,C,45613,Mobile,Private,
001am00002A9fgzAAB,1817032,Good,C,31798,Other,Private,
001am00002A9fh0AAB,2092672,Fair,C,36621,Branch,Private,
001am00002A9fh1AAB,3577448,Good,C,62605,Web,Private,
001am00002A9fh2AAB,3124728,Fair,C,54682,Branch,Private,
001am00002A9fh3AAB,963248,Fair,C,25000,Other,Subsidiary,
001am00002A9fh4AAB,706352,Fair,C,25000,Mobile,Private,
001am00002A9fh5AAB,2649512,Good,C,46366,Web,Private,
001am00002A9fh6AAB,3777768,Fair,C,66110,Mobile,Private,
001am00002A9fh7AAB,3983976,Fair,C,69719,Call Center,Private,
001am00002A9fh8AAB,2733944,Good,C,47844,Call Center,Public,WHIT
001am00002A9fh9AAB,3595596,Good,C,62922,Other,Private,
001am00002A9fhAAAR,1314784,Good,C,25000,Other,Other,
001am00002A9fhBAAR,297640,Good,C,25000,Mobile,Private,
001am00002A9fhCAAR,1237120,Fair,C,25000,Web,Subsidiary,
001am00002A9fhDAAR,3056628,Good,C,53490,Branch,Private,
001am00002A9fhEAAR,297852,Good,C,25000,Mobile,Private,
001am00002A9fhFAAR,1543920,Good,C,27018,Other,Private,
001am00002A9fhGAAR,3985408,Fair,C,69744,Call Center,Private,
001am00002A9fhHAAR,3171568,Fair,C,55502,Mobile,Private,
001am00002A9fhIAAR,1727888,Excellent,C,30238,Other,Private,
001am00002A9fhJAAR,241964,Fair,C,25000,Call Center,Private,
001am00002A9fhKAAR,3846292,Good,C,67310,Web,Private,
001am00002A9fhLAAR,3520848,Good,C,61614,Web,Private,
001am00002A9fhMAAR,2470836,Fair,C,43239,Web,Private,
001am00002A9fhNAAR,1207896,Good,C,25000,Other,Private,
001am00002A9fhOAAR,2208172,Poor,C,38643,Call Center,Private,
001am00002A9fhPAAR,3992684,Good,C,69871,Mobile,Public,COLL
001am00002A9fhQAAR,2265780,Fair,C,39651,Other,Subsidiary,
001am00002A9fhRAAR,2507948,Fair,C,43889,Web,Subsidiary,
001am00002A9fhSAAR,3419692,Good,C,59844,Mobile,Private,
001am00002A9fhTAAR,1544736,Fair,C,27032,Call Center,Private,
001am00002A9fhUAAR,1095948,Fair,C,25000,Other,Private,
001am00002A9fhVAAR,3442728,Fair,C,60247,Call Center,Subsidiary,
001am00002A9fhWAAR,1671916,Fair,C,29258,Mobile,Subsidiary,
001am00002A9fhXAAR,3092460,Excellent,C,54118,Branch,Private,
001am00002A9fhYAAR,617316,Good,C,25000,Web,Private,
001am00002A9fhZAAR,2095232,Fair,C,36666,Web,Private,
001am00002A9fhaAAB,1852792,Good,C,32423,Mobile,Private,
001am00002A9fhbAAB,954012,Good,C,25000,Branch,Private,
001am00002A9fhcAAB,929108,Good,C,25000,Web,Private,
001am00002A9fhdAAB,1419740,Good,C,25000,Branch,Private,
001am00002A9fheAAB,484420,Fair,C,25000,Call Center,Private,
001am00002A9fhfAAB,3762804,Fair,C,65849,Call Center,Public,LIVI
001am00002A9fhgAAB,246736,Fair,C,25000,Branch,Other,
001am00002A9fhhAAB,3324736,Fair,C,58182,Branch,Private,
001am00002A9fhiAAB,897808,Good,C,25000,Branch,Subsidiary,
001am00002A9fhjAAB,1601440,Good,C,28025,Other,Private,
001am00002A9fhkAAB,3287016,Fair,C,57522,Web,Public,MART
001am00002A9fhlAAB,2544144,Fair,C,44522,Other,Other,
001am00002A9fhmAAB,677568,Good,C,25000,Call Center,Public,JOHN
001am00002A9fhnAAB,1292216,Good,C,25000,Other,Private,
001am00002A9fhoAAB,2399432,Fair,C,41990,Mobile,Other,
001am00002A9fhpAAB,3252972,Fair,C,56927,Mobile,Private,
001am00002A9fhqAAB,1259716,Fair,C,25000,Call Center,Subsidiary,
001am00002A9fhrAAB,2351252,Fair,C,41146,Mobile,Subsidiary,
001am00002A9fhsAAB,356280,Fair,C,25000,Web,Private,
001am00002A9fl7AAB,538992,Good,C,25000,Branch,Private,
001am00002A9fl8AAB,207952,Fair,C,25000,Branch,Private,
001am00002A9fl9AAB,2278824,Good,C,39879,Other,Private,
001am00002A9flAAAR,3979108,Fair,C,69634,Call Center,Private,
001am00002A9flBAAR,1696960,Good,C,29696,Other,Private,
001am00002A9flCAAR,1951764,Good,C,34155,Web,Private,
001am00002A9flDAAR,914180,Good,C,25000,Web,Subsidiary,
001am00002A9flEAAR,1061164,Poor,C,25000,Call Center,Private,
001am00002A9flFAAR,3943368,Good,C,69008,Call Center,Private,
001am00002A9flGAAR,2937100,Excellent,C,51399,Web,Private,
001am00002A9flHAAR,2410740,Fair,C,42187,Other,Private,
001am00002A9flIAAR,2055632,Good,C,35973,Web,Other,
001am00002A9flJAAR,2243984,Fair,C,39269,Web,Private,
001am00002A9flKAAR,512252,Good,C,25000,Call Center,Private,
001am00002A9flLAAR,3396276,Good,C,59434,Call Center,Subsidiary,
001am00002A9flMAAR,2458004,Good,C,43015,Branch,Private,
001am00002A9flNAAR,1105336,Fair,C,25000,Call Center,Private,
001am00002A9flOAAR,852232,Fair,C,25000,Call Center,Private,
001am00002A9flPAAR,1565876,Good,C,27402,Web,Private,
001am00002A9flQAAR,734444,Good,C,25000,Web,Private,
001am00002A9flRAAR,2498672,Fair,C,43726,Call Center,Private,
001am00002A9flSAAR,3837992,Fair,C,67164,Web,Private,
001am00002A9flTAAR,3689096,Good,C,64559,Mobile,Private,
001am00002A9flUAAR,2795392,Good,C,48919,Call Center,Private,
001am00002A9flVAAR,2347136,Poor,C,41074,Branch,Private,
001am00002A9flWAAR,837932,Good,C,25000,Branch,Private,
001am00002A9flXAAR,2246388,Fair,C,39311,Branch,Private,
001am00002A9flYAAR,3029812,Fair,C,53021,Other,Private,
001am00002A9flZAAR,347056,Fair,C,25000,Call Center,Private,
001am00002A9flaAAB,501028,Good,C,25000,Other,Public,KRUE
001am00002A9flbAAB,2200040,Good,C,38500,Other,Subsidiary,
001am00002A9flcAAB,1902220,Good,C,33288,Call Center,Private,
001am00002A9fldAAB,1020216,Good,C,25000,Branch,Public,WILS
001am00002A9fleAAB,3439260,Fair,C,60187,Mobile,Public,SCOT
001am00002A9flfAAB,3386768,Fair,C,59268,Mobile,Private,
001am00002A9flgAAB,796176,Good,C,25000,Branch,Subsidiary,
001am00002A9flhAAB,3701512,Good,C,64776,Web,Private,
001am00002A9fliAAB,2031140,Fair,C,35544,Other,Private,
001am00002A9fljAAB,965428,Fair,C,25000,Other,Private,
001am00002A9flkAAB,3241308,Good,C,56722,Web,Private,
001am00002A9fllAAB,3023972,Good,C,52919,Mobile,Subsidiary,
001am00002A9flmAAB,537516,Fair,C,25000,Mobile,Private,
001am00002A9flnAAB,2943224,Good,C,51506,Call Center,Private,
001am00002A9floAAB,3027296,Good,C,52977,Mobile,Private,
001am00002A9flpAAB,3758260,Good,C,65769,Web,Private,
001am00002A9flqAAB,1695412,Fair,C,29669,Other,Private,
001am00002A9flrAAB,474928,Fair,C,25000,Branch,Private,
001am00002A9flsAAB,1163736,Fair,C,25000,Branch,Private,
001am00002A9fltAAB,465624,Good,C,25000,Other,Private,
001am00002A9fluAAB,2764572,Fair,C,48380,Other,Private,
001am00002A9flvAAB,2592504,Good,C,45368,Mobile,Other,
001am00002A9flwAAB,1539452,Fair,C,26940,Call Center,Private,
001am00002A9flxAAB,1719428,Fair,C,30089,Call Center,Private,
001am00002A9flyAAB,1773020,Good,C,31027,Other,Subsidiary,
001am00002A9flzAAB,1795200,Fair,C,31416,Branch,Private,
001am00002A9fm0AAB,3870432,Fair,C,67732,Mobile,Private,
001am00002A9fm1AAB,2216656,Good,C,38791,Other,Private,
001am00002A9fm2AAB,2436900,Good,C,42645,Other,Private,
001am00002A9fm3AAB,3101044,Fair,C,54268,Mobile,Private,
001am00002A9fm4AAB,3546836,Good,C,62069,Web,Public,JOHN
001am00002A9fm5AAB,1605056,Excellent,C,28088,Call Center,Private,
001am00002A9fm6AAB,916216,Good,C,25000,Mobile,Subsidiary,
001am00002A9fm7AAB,2470008,Fair,C,43225,Other,Public,MOOR
001am00002A9fm8AAB,3211492,Excellent,C,56201,Mobile,Private,
001am00002A9fm9AAB,2968456,Fair,C,51947,Call Center,Private,
001am00002A9fmAAAR,375096,Good,C,25000,Other,Private,
001am00002A9fmBAAR,1183748,Good,C,25000,Web,Private,
001am00002A9fmCAAR,1193632,Fair,C,25000,Mobile,Subsidiary,
001am00002A9fmDAAR,2749732,Fair,C,48120,Other,Private,
001am00002A9fmEAAR,1252444,Fair,C,25000,Branch,Private,
001am00002A9fmFAAR,3870916,Good,C,67741,Web,Private,
001am00002A9fmGAAR,2941416,Fair,C,51474,Other,Private,
001am00002A9fmHAAR,267016,Fair,C,25000,Web,Private,
001am00002A9fmIAAR,563704,Good,C,25000,Web,Private,
001am00002A9fmJAAR,2054892,Good,C,35960,Call Center,Private,
001am00002A9fmKAAR,3172008,Good,C,55510,Call Center,Other,
001am00002A9fmLAAR,3064520,Fair,C,53629,Mobile,Private,
001am00002A9fmMAAR,1718864,Fair,C,30080,Other,Private,
001am00002A9fmNAAR,2294404,Fair,C,40152,Other,Other,
001am00002A9fmOAAR,2162260,Good,C,37839,Mobile,Private,
001am00002A9fmPAAR,3061304,Good,C,53572,Branch,Private,
001am00002A9fmQAAR,1589716,Good,C,27820,Web,Private,
001am00002A9fmRAAR,323812,Good,C,25000,Branch,Private,
001am00002A9fmSAAR,380896,Good,C,25000,Branch,Other,
001am00002A9fmTAAR,3112576,Good,C,54470,Other,Private,
001am00002A9fmUAAR,3269368,Fair,C,57213,Web,Private,
001am00002A9fmVAAR,262508,Good,C,25000,Other,Other,
001am00002A9fmWAAR,1920300,Fair,C,33605,Web,Private,
001am00002A9fmXAAR,1322620,Good,C,25000,Web,Private,
001am00002A9fmYAAR,1729304,Fair,C,30262,Mobile,Private,
001am00002A9fmZAAR,3711816,Good,C,64956,Other,Private,
001am00002A9fmaAAB,2345000,Good,C,41037,Call Center,Private,
001am00002A9fmbAAB,3979428,Good,C,69639,Mobile,Private,
001am00002A9fmcAAB,1920704,Fair,C,33612,Branch,Private,
001am00002A9fmdAAB,2888504,Fair,C,50548,Call Center,Other,
001am00002A9fmeAAB,1134832,Fair,C,25000,Web,Private,
001am00002A9fmfAAB,798788,Good,C,25000,Other,Private,
001am00002A9fmgAAB,3820564,Fair,C,66859,Call Center,Public,WILL
001am00002A9fmhAAB,767808,Fair,C,25000,Call Center,Private,
001am00002A9fmiAAB,489068,Fair,C,25000,Mobile,Private,
001am00002A9fmjAAB,3053236,Fair,C,53431,Other,Private,
001am00002A9fmkAAB,529680,Fair,C,25000,Web,Private,
001am00002A9fmlAAB,1444088,Poor,C,25271,Mobile,Private,
001am00002A9fmmAAB,1797948,Good,C,31464,Other,Other,
001am00002A9fmnAAB,2465584,Good,C,43147,Branch,Private,
001am00002A9fmoAAB,3882168,Excellent,C,67937,Web,Private,
001am00002A9fmpAAB,1293520,Good,C,25000,Mobile,Other,
001am00002A9fmqAAB,3862048,Good,C,67585,Mobile,Public,SHEP
001am00002A9fmrAAB,3275756,Fair,C,57325,Other,Private,
001am00002A9fmsAAB,3774256,Excellent,C,66049,Mobile,Private,
001am00002A9fmtAAB,3440068,Good,C,60201,Call Center,Private,
001am00002A9fmuAAB,665444,Fair,C,25000,Branch,Private,
001am00002A9fmvAAB,2227840,Fair,C,38987,Web,Private,
001am00002A9fmwAAB,3649664,Good,C,63869,Other,Private,
001am00002A9fmxAAB,3167080,Excellent,C,55423,Call Center,Private,
001am00002A9fmyAAB,2740112,Fair,C,47951,Call Center,Public,GRAH
001am00002A9fmzAAB,2434388,Fair,C,42601,Web,Private,
001am00002A9fn0AAB,356892,Good,C,25000,Web,Private,
001am00002A9fn1AAB,3570732,Good,C,62487,Mobile,Private,
001am00002A9fn2AAB,3315876,Good,C,58027,Mobile,Private,
001am00002A9fn3AAB,3250832,Fair,C,56889,Other,Private,
001am00002A9fn4AAB,2412844,Good,C,42224,Call Center,Private,
001am00002A9fn5AAB,1553136,Fair,C,27179,Mobile,Private,
001am00002A9fn6AAB,1799864,Good,C,31497,Other,Private,
001am00002A9fn7AAB,3806232,Fair,C,66609,Call Center,Private,
001am00002A9fn8AAB,2633692,Fair,C,46089,Mobile,Private,
001am00002A9fn9AAB,3368452,Good,C,58947,Mobile,Private,
001am00002A9fnAAAR,2399836,Good,C,41997,Mobile,Private,
001am00002A9fnBAAR,762744,Good,C,25000,Web,Private,
001am00002A9fnCAAR,412308,Good,C,25000,Other,Other,
001am00002A9fnDAAR,1479284,Good,C,25887,Other,Private,
001am00002A9fnEAAR,1304448,Good,C,25000,Web,Private,
001am00002A9fnFAAR,2801716,Good,C,49030,Web,Public,COLE
001am00002A9fnGAAR,2644620,Fair,C,46280,Call Center,Private,
001am00002A9fnHAAR,495768,Good,C,25000,Other,Private,
001am00002A9fnIAAR,1045696,Fair,C,25000,Web,Subsidiary,
001am00002A9fnJAAR,1912312,Fair,C,33465,Web,Other,
001am00002A9fnKAAR,3566592,Fair,C,62415,Other,Private,
001am00002A9fnLAAR,531856,Good,C,25000,Branch,Private,
